title,url,price_raw_orig,price_million_final,price_billion,price_vnd_original,location,district,area_m2,snippet
Bán nhà Tô Hiệu Hà Đông căn góc phân lô ô tô ba mặt thoáng 60m2 x5T giá chỉ 12 tỷ,https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/to-hieu-can-goc-phan-lo-o-ba-mat-thoang-60m2-x5t-gia-chi-12-ty-es3166288,12 Tỷ,12000.0,12.0,12.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,60.0,
"Bán đất lô góc tại Mạnh Tân, Thụy Lâm, Đông Anh",https://homedy.com/ban-nha-rieng-huyen-dong-anh-ha-noi/dat-lo-goc-tai-manh-tan-thuy-lam-es3166404,Thỏa thuận,,,,"Huyện Đông Anh, Hà Nội",Huyện Đông Anh,64.0,
Tin ĐƯỢC Không!!! căn hộ CK2 Thanh Xuân - Ngã Tư Sở cạnh Royal ở ngay từ 1 - 2 - 3PN chỉ từ 550tr,https://homedy.com/ban-can-ho-quan-thanh-xuan-ha-noi/tin-duoc-khong-ck2-nga-tu-so-canh-royal-o-ngay-1-2-3pn-chi-550tr-es1616240,550 - 1180 Triệu,865.0,0.865,5501180.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
"Sổ lâu dài - bán chung cư X2 Bùi Xương Trạch - Thanh Xuân (1- 2PN) tặng vàng 9999, Ở Ngay",https://homedy.com/ban-can-ho-quan-thanh-xuan-ha-noi/so-lau-dai-chung-cu-x2-bui-xuong-trach-1-2pn-tang-vang-9999-o-ngay-es2058832,"1,39 - 2,05 Tỷ",1719.9999999999998,1.7199999999999998,139205.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
BÁN MỚI - chung cư B2 Khương Trung - Khương Đình - Thanh Xuân 1-2PN - full nội thất,https://homedy.com/ban-can-ho-quan-thanh-xuan-ha-noi/moi-chung-cu-b2-khuong-trung-dinh-1-2pn-full-that-es2304650,"1,45 Tỷ",1450.0,1.45,145.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
Bán nhà Đường Xuân Thủy - Cầu Giấy - nhà đẹp 3 ngủ đủ công năng - Trung tâm nhiều tiện ích,https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/duong-xuan-thuy-dep-3-ngu-du-cong-nang-trung-tam-nhieu-tien-ich-es3165801,"7,7 Tỷ",7700.0,7.7,77.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
"Chung cư mini 6 tầng thang máy, Yên Xá DT64m2, MT5m, nở hậu, 18.5 tỷ Thanh Trì",https://homedy.com/ban-nha-rieng-huyen-thanh-tri-ha-noi/chung-cu-mini-6-tang-thang-may-yen-xa-dt64m2-mt5m-no-hau-18-5-ty-es3166383,"18,5 Tỷ",18500.0,18.5,185.0,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,64.0,
"Bán nhà đẹp ở Âu Cơ 68m2 - 5 Tầng Thang máy - Vị trí tốt - nhà thiết kế hiện đại, đủ đồ cao cấp",https://homedy.com/ban-nha-rieng-quan-tay-ho-ha-noi/dep-o-au-co-68m2-5-tang-thang-may-vi-tri-tot-thiet-ke-hien-dai-du-do-cao-cap-es3165691,"13,6 Tỷ",13600.0,13.6,136.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,68.0,
"Ngõ 580 Trường Chinh, Đống Đa mặt ngõ kinh doanh vip 38m² 4 tầng giá 12.9 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/ngo-580-truong-chinh-mat-kinh-doanh-vip-38m-4-tang-gia-12-9-ty-es3166359,"12,9 Tỷ",12900.0,12.9,129.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,38.0,
Bán nhà Ô Chợ Dừa - ngõ thông - xây chắc chắn - nội thất đẹp Ở luôn,https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/o-cho-dua-ngo-thong-xay-chac-chan-that-dep-luon-es3165729,"6,5 Tỷ",6500.0,6.5,65.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,64.0,
Bán nhà MỚI 5 Tầng –  Dt 40M² – CHỈ 5.5 tỷ tại yên phú liên ninh,https://homedy.com/ban-nha-rieng-huyen-thanh-tri-ha-noi/moi-5-tang-dt-40m-chi-ty-tai-yen-phu-lien-ninh-es3166338,"5,5 Tỷ",5500.0,5.5,55.0,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,40.0,
"Cổ Nhuế - 5 tầng - thang máy - ngõ ô tô - 11,2tỷ",https://homedy.com/ban-nha-rieng-quan-bac-tu-liem-ha-noi/co-nhue-5-tang-thang-may-ngo-o-to-112ty-es3166334,Thỏa thuận,,,,"Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,64.0,
"Nhà MẶT PHỐ Nguyễn Chí Thanh 4 Tầng 40m 14,6 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/mat-pho-nguyen-chi-thanh-4-tang-40m-146-ty-es3166312,"14,6 Tỷ",14600.0,14.6,146.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,40.0,
"Bán nhà Trường Chinh 41m nhà đẹp nhiều thoáng, ở ngay giá 8,8 Tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/truong-chinh-41m-dep-nhieu-thoang-o-ngay-gia-88-ty-es3166308,"8,8 Tỷ",8800.0,8.8,88.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,41.0,
"Bán gấp nhà đẹp dân xây Cầu Giấy, ngõ thông thoáng sổ đỏ vuông , diện tích 45m2, giá nhỉnh 10 tỷ",https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/gap-dep-dan-xay-ngo-thong-thoang-so-do-vuong-dien-tich-45m2-gia-nhinh-10-ty-es3166306,"10,6 Tỷ",10600.0,10.6,106.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,45.0,
"Bán siêu phẩm nhà Cầu Giấy, Hoàng Quốc việt, nội thất cực đẹp, bagác vf3 tránh, giá nhỉnh 8 tỷ",https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/sieu-pham-hoang-quoc-viet-that-cuc-dep-bagac-vf3-tranh-gia-nhinh-8-ty-es3166305,"8,25 Tỷ",8250.0,8.25,825.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Bán nhà phố Huế 85m2 Thang máy 2 Thoáng 33 tỷ,https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/pho-hue-85m2-thang-may-2-thoang-33-ty-es3166294,33 Tỷ,33000.0,33.0,33.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,85.0,
"Bán căn tầng trung view  đẹp, diện tích 83.3m2, giá 7,8 tỷ, full đồ, sẵn sổ.",https://homedy.com/ban-can-ho-sunshine-riverside/tang-trung-view-dep-dien-tich-83-3m2-gia-78-ty-full-do-san-so-es3166275,"7,8 Tỷ",7800.0,7.8,78.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,833.0,
"Siêu phẩm nhà phố phân lô quân đội – Lê Trọng Tấn – Gần Học viện KHQS, Giải Phóng, Trịnh Đình Cửu",https://homedy.com/ban-nha-mat-pho-quan-thanh-xuan-ha-noi/sieu-pham-phan-lo-doi-le-trong-tan-gan-hoc-vien-khqs-giai-phong-trinh-dinh-cuu-es3166273,"12,6 Tỷ",12600.0,12.6,126.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
Nhà Lô Góc Nguyễn Chí Thanh 5 Tầng 50m 22 tỷ,https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/lo-goc-nguyen-chi-thanh-5-tang-50m-22-ty-es3166267,22 Tỷ,22000.0,22.0,22.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,50.0,
"Bán Nhà Chính Chủ 75,6m² Tại Ngõ 3 Xã Đàn, Đống Đa, Hà Nội",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/chinh-chu-756m-tai-ngo-3-xa-dan-es3166263,Thỏa thuận,,,,số 54 ngõ 3 Xã Đàn,số 54 ngõ 3 Xã Đàn,756.0,
"Bán Nhà Định Công, Hoàng Mai ở luôn 40m2, 4 tầng, SĐCC, chỉ hơn 6 tỷ. Lh: 0965789916",https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/dinh-cong-o-luon-40m2-4-tang-sdcc-chi-hon-6-ty-lh-0965789916-es3166270,Thỏa thuận,,,,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,40.0,
Cần bán 3 nhà biệt thự tại Khu đô thị Ngôi Nhà Mới Quốc Oai,https://homedy.com/ban-nha-biet-thu-lien-ke-huyen-quoc-oai-ha-noi/can-3-tai-khu-do-thi-ngoi-moi-es3128624,Thỏa thuận,,,,"Huyện Quốc Oai, Hà Nội",Huyện Quốc Oai,64.0,
"Sổ đỏ 81m2 làng nghề Vân Hà, Đông Anh, Hà Nội",https://homedy.com/ban-nha-rieng-huyen-dong-anh-ha-noi/so-do-81m2-lang-nghe-van-es3166199,Thỏa thuận,,,,"Huyện Đông Anh, Hà Nội",Huyện Đông Anh,81.0,
Chính chủ cần bán 2 căn biệt thự tại khu đô thị Ngôi Nhà Mới – Quốc Oai (New House City),https://homedy.com/ban-nha-biet-thu-lien-ke-huyen-quoc-oai-ha-noi/chinh-chu-can-2-tai-khu-do-thi-ngoi-moi-new-house-city-es3166186,Thỏa thuận,,,,"Huyện Quốc Oai, Hà Nội",Huyện Quốc Oai,64.0,
"Bán tòa nhà Căn hộ CCMN tại Hà Trì 1, Hà Cầu, Hà Đông, Hà Nội, 9,3 tỷ 9,3 tỷ",https://homedy.com/ban-bat-dong-san-khac-quan-ha-dong-ha-noi/toa-nha-can-ho-ccmn-tai-tri-1-cau-93-ty-es3166181,"9,3 Tỷ",9300.0,9.3,93.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
"Bán gấp nhà 5 tầng mới xây tại phố Vĩnh Hưng, Hà Nội",https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/gap-5-tang-moi-xay-tai-pho-vinh-hung-es3166168,"9,5 Tỷ",9500.0,9.5,95.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
"Bán nhà Trường Chinh 41m full nội thất đẹp giá chỉ 9,85 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/truong-chinh-41m-full-that-dep-gia-chi-985-ty-es3166165,"9,85 Tỷ",9850.0,9.85,985.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,41.0,
Vào 1 TỶ(15%) HTLS 0% 2 năm Sở Hữu ngay căn hộ Jade Square cách HỒ TÂY 10p di chuyển,https://homedy.com/ban-can-ho-jade-square/vao-1-ty15-htls-0-2-nam-so-huu-ngay-cach-tay-10p-di-chuyen-es3166169,"7,9 Tỷ",7900.0,7.9,79.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,64.0,
"Bán nhà mặt phố Bờ sông Tựu Liệt, DT 90 m2, 4 tầng thang máy, ở & KD luôn!",https://homedy.com/ban-nha-rieng-huyen-thanh-tri-ha-noi/mat-pho-bo-song-tuu-liet-dt-90-m2-4-tang-thang-may-o-kd-luon-es3166164,"18,8 Tỷ",18800.0,18.8,188.0,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,90.0,
Bán căn hộ tòa chung cư Helios Tam Trinh - DT 92 m2 x 3 PN,https://homedy.com/ban-can-ho-quan-hoang-mai-ha-noi/toa-chung-cu-helios-tam-trinh-dt-92-m2-x-3-pn-es3161541,8 Tỷ,8000.0,8.0,8.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,92.0,
"Bán nhà mặt phố Trần Đại Nghĩa , DT 352 m2, 2 thoáng, mặt phố, KD!",https://homedy.com/ban-nha-mat-pho-quan-hai-ba-trung-ha-noi/tran-dai-nghia-dt-352-m2-2-thoang-kd-es3162291,81 Tỷ,81000.0,81.0,81.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,352.0,
Bán nhà phố Minh Khai DT 85 m2 x 7 tầng thang máy x VP - CTy,https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/pho-minh-khai-dt-85-m2-x-7-tang-thang-may-vp-cty-es3162722,"24,5 Tỷ",24500.0,24.5,245.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,85.0,
"Bán nhà phố Tam Trinh, DT 160 m2, MT 10 m, ở & KD luôn",https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/pho-tam-trinh-dt-160-m2-mt-10-m-o-kd-luon-es3165418,69 Tỷ,69000.0,69.0,69.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,160.0,
Bán gấp Căn Liền kề Vạn Phúc- Hà Đông Siêu đẹp.,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-ha-dong-ha-noi/gap-can-van-phuc-sieu-dep-es3166178,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
Bán gấp Căn Liền kề Vạn Phúc- Hà Đông Siêu đẹp.,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-ha-dong-ha-noi/gap-can-van-phuc-sieu-dep-es3166176,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
"Nhà đẹp Tây Hồ ở ngay, giá hợp lý, chỉ nhỉnh 4 tỷ",https://homedy.com/ban-nha-rieng-quan-tay-ho-ha-noi/dep-o-ngay-gia-hop-ly-chi-nhinh-4-ty-es3166153,"4,8 Tỷ",4800.0,4.8,48.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
"Bán nhà Trường Chinh 35,6 m2 nhà đẹp lung linh full nội thất ở ngay giá chỉ hơn 10 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/truong-chinh-356-m2-dep-lung-linh-full-that-o-ngay-gia-chi-hon-10-ty-es3166150,"10,8 Tỷ",10800.0,10.8,108.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,356.0,
Bán tòa nhà VIP Tây Hồ - 8 tầng thang máy êm ru - Vị trí tốt - Doanh thu tốt.,https://homedy.com/ban-nha-rieng-quan-tay-ho-ha-noi/toa-vip-8-tang-thang-may-em-ru-vi-tri-tot-doanh-thu-es3164616,"13,8 Tỷ",13800.0,13.8,138.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
Bán nhà riêng Cầu Giấy Giá tốt - Ngõ ô tô - Kinh doanh - Thiết kế hợp lý ở ngay,https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/gia-tot-ngo-o-to-kinh-doanh-thiet-ke-hop-ly-ngay-es3164642,"14,8 Tỷ",14800.0,14.8,148.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Cần bán căn hộ 3 Phòng ngủ Tòa VIMECO Nguyễn Chánh - Cầu Giấy,https://homedy.com/ban-can-ho-vimeco-ct4/3-phong-ngu-toa-nguyen-chanh-cau-giay-es3166142,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
"Bán nhà 4 tầng  36m2 , nội thất, Gần Hà Đông",https://homedy.com/ban-nha-rieng-huyen-chuong-my-ha-noi/4-tang-36m2-that-gan-dong-es3155273,"3,55 Tỷ",3550.0,3.55,355.0,"Huyện Chương Mỹ, Hà Nội",Huyện Chương Mỹ,36.0,
Chủ định cư nước ngoài cần bán gấp nhà mặt phố Giải Phóng lô góc 36m² 5 tầng MT6m giá 11.5 tỷ,https://homedy.com/ban-nha-mat-pho-quan-thanh-xuan-ha-noi/chu-dinh-cu-nuoc-ngoai-can-gap-giai-phong-lo-goc-36m-5-tang-mt6m-gia-11-ty-es3166113,"11,5 Tỷ",11500.0,11.5,115.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,36.0,
"Quan Nhân - 5 tâng - ngõ thông - full nội thất - 6,9 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/nhan-5-tang-ngo-thong-full-that-69-ty-es3166091,Thỏa thuận,,,,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
"Nhà MỚI đẹp 2 thoáng Cầu Am, Vạn Phúc, Hà Đông 36m2, giá chỉ 7,8 tỷ (có TL)",https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/moi-dep-2-thoang-cau-am-van-phuc-36m2-gia-chi-78-ty-co-tl-es3166089,"7,8 Tỷ",7800.0,7.8,78.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,36.0,
"Nhà VIP 6 Tầng Thang Máy Thanh Xuân 65m 16,5 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/vip-6-tang-thang-may-65m-165-ty-es3166084,"16,5 Tỷ",16500.0,16.5,165.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,65.0,
"Nhà Vip MẶT PHỐ Tô Vĩnh Diện 4 Tầng 55m 22,5 tỷ",https://homedy.com/ban-nha-mat-pho-quan-thanh-xuan-ha-noi/vip-to-vinh-dien-4-tang-55m-225-ty-es3166078,"22,5 Tỷ",22500.0,22.5,225.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,55.0,
"Hiếm!! Nhỉnh tỷ có nhà 30m2 Mễ Trì full đồ ở ngay, sổ cầm tay",https://homedy.com/ban-can-ho-quan-nam-tu-liem-ha-noi/hiem-nhinh-ty-co-nha-30m2-me-tri-full-do-o-ngay-so-cam-tay-es3166072,"1,27 Tỷ",1270.0,1.27,127.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,30.0,
Bán nhà Mặt Phố Tây Sơn 28m 9 tầng kinh doanh giá 14 tỷ,https://homedy.com/ban-nha-mat-pho-quan-dong-da-ha-noi/tay-son-28m-9-tang-kinh-doanh-gia-14-ty-es3166045,14 Tỷ,14000.0,14.0,14.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,28.0,
"Lô Góc - Kinh Doanh - Vỉa Hè , Đường Nguyễn Đức Cảnh",https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/lo-goc-kinh-doanh-via-he-duong-nguyen-duc-canh-es3166032,"9,9 Tỷ",9900.0,9.9,99.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
Cần bán nhà Cầu Giấy đã xây 6 tầng - 10 phòng khép kín full nội thất cho thuê doanh thu 50tr,https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/can-da-xay-6-tang-10-phong-khep-kin-full-that-cho-thue-doanh-thu-50tr-es3164621,"11,8 Tỷ",11800.0,11.8,118.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Minh Khai 47m2 Thang Máy - Dân xây - MT4.5m -13.8 Tỷ - Tương lai mặt phố,https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/minh-khai-47m2-thang-may-dan-xay-mt4-5m-13-8-ty-tuong-lai-mat-pho-es3166028,"13,8 Tỷ",13800.0,13.8,138.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,47.0,
Nhà Riêng trong ngõ đường giải phóng DT 40m xây chắc chắn,https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/trong-ngo-duong-giai-phong-dt-40m-xay-chac-chan-es3166027,"9,45 Tỷ",9450.0,9.45,945.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,40.0,
"Nhà Mỹ Đình cực đẹp, 3 ngủ ở luôn, mặt tiền kinh doanh sầm uất mọi mặt hàng. Giá thương lượng.",https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/my-dinh-cuc-dep-3-ngu-o-luon-mat-tien-kinh-doanh-sam-uat-moi-hang-gia-thuong-luong-es3166019,"9,8 Tỷ",9800.0,9.8,98.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,64.0,
"Nhà Hoàng Quốc Việt, đẹp, ở luôn, ngõ thoáng sáng, nhà chắc chắn đủ công năng.",https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/hoang-quoc-viet-dep-o-luon-ngo-thoang-sang-chac-chan-du-cong-nang-es3166015,"7,5 Tỷ",7500.0,7.5,75.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Siêu Phẩm Liền Kề 60m Trục Đường Hoàng Quốc Việt Kéo Dài - Dự Án Noble Palace Tây Thăng Long,https://homedy.com/ban-nha-pho-thuong-mai-shophouse-huyen-dan-phuong-ha-noi/sieu-pham-lien-ke-60m-truc-duong-hoang-quoc-viet-keo-dai-du-an-noble-palace-tay-thang-long-es3166010,12 Tỷ,12000.0,12.0,12.0,"Huyện Đan Phượng, Hà Nội",Huyện Đan Phượng,60.0,
"Căn hộ chung cư cao cấp Eurowindow  4PN-3WC , chỉ có giá 55.8 Triệu/m2",https://homedy.com/ban-can-ho-khu-do-thi-eurowindow-river-park/chung-cu-cao-cap-4pn-3wc-chi-co-gia-55-8-trieu-m2-es3165971,"7,6 Tỷ",7600.0,7.6,76.0,"Huyện Đông Anh, Hà Nội",Huyện Đông Anh,64.0,
"Nhà mới đẹp Thanh Bình, Mỗ lao, Hà Đông, diện tích 51m2 giá đầu tư 7,6 tỷ",https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/moi-dep-thanh-binh-mo-lao-dien-tich-51m2-gia-dau-tu-76-ty-es3165964,"7,6 Tỷ",7600.0,7.6,76.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,51.0,
Khương Trung- Mặt Ngõ Kinh Doanh- 5 Tầng Thang Máy,https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/khuong-trung-mat-ngo-kinh-doanh-5-tang-thang-may-es3165954,"9,8 Tỷ",9800.0,9.8,98.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
"Cắt lỗ, bán Gấp đất thổ cư Bắc Sơn, Sóc Sơn, DT102m2, MT5.5m, nở hậu, ôtô đỗ, 1.2 tỷ Hà Nội",https://homedy.com/ban-dat-huyen-soc-son-ha-noi/cat-lo-gap-tho-cu-bac-dt102m2-mt5-5m-no-hau-oto-do-1-2-ty-es3158866,"1,2 Tỷ",1200.0,1.2,12.0,"Huyện Sóc Sơn, Hà Nội",Huyện Sóc Sơn,102.0,
"Biệt thự xây thô 3T Văn Phú, Hà Đông. DT 206m MT9.2m, nở hậu, ôtô tránh, 36 tỷ",https://homedy.com/ban-nha-biet-thu-lien-ke-quan-ha-dong-ha-noi/xay-tho-3t-van-phu-dt-206m-mt9-2m-no-hau-oto-tranh-36-ty-es3129119,36 Tỷ,36000.0,36.0,36.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,206.0,
"Nhà 3 tầng, Ngọ Xá, TT Vân Đình, Ứng Hòa, 64m2, 2.7 tỷ",https://homedy.com/ban-nha-rieng-huyen-ung-hoa-ha-noi/3-tang-ngo-xa-tt-van-dinh-64m2-2-7-ty-es3133597,"2,7 Tỷ",2700.0,2.7,27.0,"Huyện Ứng Hòa, Hà Nội",Huyện Ứng Hòa,64.0,
"Bán thổ cư TT Tây Đằng, DT100m2, MT5m, 2 mặt thoáng, 4 tỷ Ba Vì",https://homedy.com/ban-dat-huyen-ba-vi-ha-noi/tho-cu-tt-tay-dang-dt100m2-mt5m-2-mat-thoang-4-ty-es3158867,4 Tỷ,4000.0,4.0,4.0,"Huyện Ba Vì, Hà Nội",Huyện Ba Vì,100.0,
"Đất thổ cư Minh Trí, Sóc Sơn, DT116m2, MT6.8m, nở hậu, ôtô đỗ, 2.5tỷ Hà Nội",https://homedy.com/ban-dat-huyen-soc-son-ha-noi/tho-cu-minh-tri-dt116m2-mt6-8m-no-hau-oto-do-2-5ty-es3159430,"2,5 Tỷ",2500.0,2.5,25.0,"Huyện Sóc Sơn, Hà Nội",Huyện Sóc Sơn,116.0,
"Nhà 5 tầng, Biên Giang DT31m2, MT3.6m, lô góc, ôtô đỗ 5.5 tỷ Hà Đông",https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/5-tang-bien-giang-dt31m2-mt3-6m-lo-goc-oto-do-ty-es3165944,"5,5 Tỷ",5500.0,5.5,55.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,31.0,
Bán nhà . 126 ngõ 147b tân mai hoàng mai hà nội,https://homedy.com/ban-nha-rieng-k35-tan-mai/126-ngo-147b-hoang-ha-noi-es3165943,Thỏa thuận,,,,126 ngõ 147b,126 ngõ 147b,64.0,
"Bán gấp căn góc 2 mặt đường shophouse Sơn Đồng center sẵn sổ đỏ, cách Mỹ Đình chỉ 5km. Giá 11.2 tỷ",https://homedy.com/ban-gap-can-goc-2-mat-duong-shophouse-son-dong-center-san-so-do-cach-my-dinh-chi-5km-gia-11-ty-es3165940,"11,2 Tỷ",11200.0,11.2,112.0,"huyện Hoài Đức, Hà Nội",huyện Hoài Đức,2.0,
"Bán căn hộ trực 82m2 trực tiếp chủ đầu tư, sát Trung tâm Triển lãm Quốc gia",https://homedy.com/ban-can-ho-khu-do-thi-eurowindow-river-park/truc-82m2-tiep-chu-dau-tu-sat-trung-tam-trien-lam-quoc-gia-es3165935,5 Tỷ,5000.0,5.0,5.0,"Huyện Đông Anh, Hà Nội",Huyện Đông Anh,82.0,
Bán căn SkyVilla 300m2 Full nội thất Indochine  Toà  Dream land Bonanza - Duy Tân - Cầu Giấy,https://homedy.com/ban-can-ho-dreamland-bonanza/skyvilla-300m2-full-noi-that-indochine-toa-dream-land-duy-tan-cau-giay-es3091721,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Penthouse/Duplex Sân vườn riêng ngoài trời  310m2 view Công Viên Tại Mỹ Đình Pearl Lh 0987106521,https://homedy.com/ban-can-ho-my-dinh-pearl/penthouse-duplex-san-vuon-rieng-ngoai-troi-310m2-view-cong-vien-tai-lh-0987106521-es3145246,Thỏa thuận,,,,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,310.0,
VIP - Penthouse 300m2 full nội thất đẹp nhất  Phố Duy Tân - Cầu Giấy ( sảnh riêng) Lh 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/vip-penthouse-300m2-full-noi-that-dep-nhat-pho-duy-tan-cau-giay-sanh-rieng-lh-0987106521-es3145783,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Siêu phẩm Duplex - SkyVilla Green Iconic - Long Biên (167m2 - 260m2 ) view full kính Lh 0987106521,https://homedy.com/ban-can-ho-sunshine-green-iconic-long-bien/sieu-pham-duplex-skyvilla-167m2-260m2-view-full-kinh-lh-0987106521-es3095867,Thỏa thuận,,,,"quận Long Biên, thành phố Hà Nội",quận Long Biên,167.0,
Tìm Chủ Nhân- Duplex Park Kiara khu đô thị Park City  - Hà Đông ( Bàn giao thô) Lh 0987106521,https://homedy.com/ban-can-ho-park-kiara/tim-chu-nhan-duplex-khu-do-thi-city-ha-dong-giao-tho-lh-0987106521-es2551872,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
Bán Liền kề Khu D 123m2 Geleximco Dương Nội - Hà Đồng. ( dòng tiền cho thuê sẵn ) Lh 0987106521,https://homedy.com/ban-nha-biet-thu-lien-ke-khu-do-thi-geleximco/d-123m2-duong-noi-ha-dong-tien-cho-thue-san-lh-0987106521-es3125938,"23,5 Tỷ",23500.0,23.5,235.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,123.0,
